;;;weiblich;männlich;
2013;Dünndarm (C17);65 - 69;132;167;
2013;Dünndarm (C17);70 - 74;168;210;
2013;Dünndarm (C17);75 - 79;132;185;
2013;Dünndarm (C17);80 - 84;107;115;
2013;Dünndarm (C17);85+;98;62;
2013;Darm (C18-C21);0 - 4;1;0;
2013;Darm (C18-C21);5 - 9;0;0;
2013;Darm (C18-C21);10 - 14;1;2;
2013;Darm (C18-C21);15 - 19;33;19;
2013;Darm (C18-C21);20 - 24;46;39;
2013;Darm (C18-C21);25 - 29;65;63;
2013;Darm (C18-C21);30 - 34;110;101;
2013;Darm (C18-C21);35 - 39;199;179;
2013;Darm (C18-C21);40 - 44;372;426;
2013;Darm (C18-C21);45 - 49;803;978;
2013;Darm (C18-C21);50 - 54;1.409;1.817;
2013;Darm (C18-C21);55 - 59;1.885;2.671;
2013;Darm (C18-C21);60 - 64;2.219;3.722;
2013;Darm (C18-C21);65 - 69;2.576;4.316;
2013;Darm (C18-C21);70 - 74;4.407;6.466;
2013;Darm (C18-C21);75 - 79;4.677;6.107;
2013;Darm (C18-C21);80 - 84;4.126;4.163;
2013;Darm (C18-C21);85+;5.477;3.032;
2013;Leber (C22);0 - 4;10;20;
2013;Leber (C22);5 - 9;0;3;
2013;Leber (C22);10 - 14;3;0;
2013;Leber (C22);15 - 19;3;3;
2013;Leber (C22);20 - 24;5;2;
2013;Leber (C22);25 - 29;7;5;
2013;Leber (C22);30 - 34;12;17;
2013;Leber (C22);35 - 39;17;15;
2013;Leber (C22);40 - 44;20;43;
2013;Leber (C22);45 - 49;68;116;
2013;Leber (C22);50 - 54;114;283;
2013;Leber (C22);55 - 59;180;567;
2013;Leber (C22);60 - 64;259;838;
2013;Leber (C22);65 - 69;290;869;
2013;Leber (C22);70 - 74;408;1.243;
2013;Leber (C22);75 - 79;453;1.177;
2013;Leber (C22);80 - 84;451;634;
2013;Leber (C22);85+;400;402;
2013;Gallenblase und Gallenwege (C23-C24);0 - 4;0;0;
2013;Gallenblase und Gallenwege (C23-C24);5 - 9;0;0;
2013;Gallenblase und Gallenwege (C23-C24);10 - 14;0;0;
2013;Gallenblase und Gallenwege (C23-C24);15 - 19;0;0;
2013;Gallenblase und Gallenwege (C23-C24);20 - 24;0;0;
2013;Gallenblase und Gallenwege (C23-C24);25 - 29;0;1;
2013;Gallenblase und Gallenwege (C23-C24);30 - 34;0;4;
2013;Gallenblase und Gallenwege (C23-C24);35 - 39;11;6;
2013;Gallenblase und Gallenwege (C23-C24);40 - 44;20;22;
2013;Gallenblase und Gallenwege (C23-C24);45 - 49;48;55;
2013;Gallenblase und Gallenwege (C23-C24);50 - 54;86;109;
2013;Gallenblase und Gallenwege (C23-C24);55 - 59;144;144;
2013;Gallenblase und Gallenwege (C23-C24);60 - 64;221;242;
2013;Gallenblase und Gallenwege (C23-C24);65 - 69;244;310;
2013;Gallenblase und Gallenwege (C23-C24);70 - 74;526;478;
2013;Gallenblase und Gallenwege (C23-C24);75 - 79;605;526;
2013;Gallenblase und Gallenwege (C23-C24);80 - 84;481;342;
2013;Gallenblase und Gallenwege (C23-C24);85+;646;221;
2013;Bauchspeicheldrüse (C25);0 - 4;0;0;
2013;Bauchspeicheldrüse (C25);5 - 9;0;0;
2013;Bauchspeicheldrüse (C25);10 - 14;0;0;
2013;Bauchspeicheldrüse (C25);15 - 19;3;0;
2013;Bauchspeicheldrüse (C25);20 - 24;5;2;
2013;Bauchspeicheldrüse (C25);25 - 29;6;4;
2013;Bauchspeicheldrüse (C25);30 - 34;10;12;
2013;Bauchspeicheldrüse (C25);35 - 39;34;22;
2013;Bauchspeicheldrüse (C25);40 - 44;72;101;
2013;Bauchspeicheldrüse (C25);45 - 49;149;224;
2013;Bauchspeicheldrüse (C25);50 - 54;311;459;
2013;Bauchspeicheldrüse (C25);55 - 59;469;697;
2013;Bauchspeicheldrüse (C25);60 - 64;712;1.039;
2013;Bauchspeicheldrüse (C25);65 - 69;825;1.150;
2013;Bauchspeicheldrüse (C25);70 - 74;1.440;1.756;
2013;Bauchspeicheldrüse (C25);75 - 79;1.683;1.660;
2013;Bauchspeicheldrüse (C25);80 - 84;1.406;933;
2013;Bauchspeicheldrüse (C25);85+;1.565;695;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);0 - 4;0;0;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);5 - 9;0;0;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);10 - 14;0;0;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);15 - 19;0;0;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);20 - 24;0;1;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);25 - 29;2;0;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);30 - 34;0;0;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);35 - 39;6;1;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);40 - 44;7;6;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);45 - 49;4;11;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);50 - 54;11;19;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);55 - 59;15;33;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);60 - 64;29;40;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);65 - 69;37;45;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);70 - 74;62;68;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);75 - 79;70;87;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);80 - 84;87;52;
2013;sonstg./n.n.bez. Verdauungsorgane (C26);85+;190;65;
2013;Nasenhöhle und Mittelohr (C30);0 - 4;0;0;
2013;Nasenhöhle und Mittelohr (C30);5 - 9;0;0;
2013;Nasenhöhle und Mittelohr (C30);10 - 14;0;0;
2013;Nasenhöhle und Mittelohr (C30);15 - 19;1;0;
2013;Nasenhöhle und Mittelohr (C30);20 - 24;0;0;
2013;Nasenhöhle und Mittelohr (C30);25 - 29;1;2;
2013;Nasenhöhle und Mittelohr (C30);30 - 34;2;2;
2013;Nasenhöhle und Mittelohr (C30);35 - 39;5;8;
2013;Nasenhöhle und Mittelohr (C30);40 - 44;11;11;
2013;Nasenhöhle und Mittelohr (C30);45 - 49;14;27;
2013;Nasenhöhle und Mittelohr (C30);50 - 54;27;51;
2013;Nasenhöhle und Mittelohr (C30);55 - 59;23;46;
2013;Nasenhöhle und Mittelohr (C30);60 - 64;27;55;
2013;Nasenhöhle und Mittelohr (C30);65 - 69;20;35;
2013;Nasenhöhle und Mittelohr (C30);70 - 74;22;52;
2013;Nasenhöhle und Mittelohr (C30);75 - 79;18;43;
2013;Nasenhöhle und Mittelohr (C30);80 - 84;15;25;
2013;Nasenhöhle und Mittelohr (C30);85+;20;14;
2013;Nasennebenhöhle (C31);0 - 4;0;1;
2013;Nasennebenhöhle (C31);5 - 9;0;1;
2013;Nasennebenhöhle (C31);10 - 14;1;3;
2013;Nasennebenhöhle (C31);15 - 19;2;0;
2013;Nasennebenhöhle (C31);20 - 24;2;1;
2013;Nasennebenhöhle (C31);25 - 29;3;1;
2013;Nasennebenhöhle (C31);30 - 34;2;5;
2013;Nasennebenhöhle (C31);35 - 39;1;3;
2013;Nasennebenhöhle (C31);40 - 44;4;8;
2013;Nasennebenhöhle (C31);45 - 49;4;10;
2013;Nasennebenhöhle (C31);50 - 54;6;28;
2013;Nasennebenhöhle (C31);55 - 59;9;18;
2013;Nasennebenhöhle (C31);60 - 64;16;28;
2013;Nasennebenhöhle (C31);65 - 69;11;29;
2013;Nasennebenhöhle (C31);70 - 74;11;17;
2013;Nasennebenhöhle (C31);75 - 79;21;37;
2013;Nasennebenhöhle (C31);80 - 84;16;17;
2013;Nasennebenhöhle (C31);85+;19;7;
2013;Kehlkopf (C32);0 - 4;0;0;
2013;Kehlkopf (C32);5 - 9;0;0;
2013;Kehlkopf (C32);10 - 14;0;0;
2013;Kehlkopf (C32);15 - 19;0;0;
2013;Kehlkopf (C32);20 - 24;0;2;
2013;Kehlkopf (C32);25 - 29;0;0;
2013;Kehlkopf (C32);30 - 34;2;1;
2013;Kehlkopf (C32);35 - 39;2;10;
2013;Kehlkopf (C32);40 - 44;11;34;
2013;Kehlkopf (C32);45 - 49;28;123;
2013;Kehlkopf (C32);50 - 54;54;257;
2013;Kehlkopf (C32);55 - 59;76;409;
2013;Kehlkopf (C32);60 - 64;95;515;
2013;Kehlkopf (C32);65 - 69;93;450;
2013;Kehlkopf (C32);70 - 74;72;564;
2013;Kehlkopf (C32);75 - 79;46;377;
2013;Kehlkopf (C32);80 - 84;26;182;
2013;Kehlkopf (C32);85+;33;126;
2013;Lunge (C33-C34);0 - 4;0;2;
2013;Lunge (C33-C34);5 - 9;0;0;
2013;Lunge (C33-C34);10 - 14;0;1;
2013;Lunge (C33-C34);15 - 19;3;7;
2013;Lunge (C33-C34);20 - 24;7;4;
2013;Lunge (C33-C34);25 - 29;16;13;
2013;Lunge (C33-C34);30 - 34;26;27;
2013;Lunge (C33-C34);35 - 39;69;66;
2013;Lunge (C33-C34);40 - 44;208;250;
2013;Lunge (C33-C34);45 - 49;709;838;
2013;Lunge (C33-C34);50 - 54;1.438;1.980;
2013;Lunge (C33-C34);55 - 59;2.254;3.508;
2013;Lunge (C33-C34);60 - 64;2.752;4.997;
2013;Lunge (C33-C34);65 - 69;2.595;5.166;
2013;Lunge (C33-C34);70 - 74;3.211;7.106;
2013;Lunge (C33-C34);75 - 79;2.651;5.874;
2013;Lunge (C33-C34);80 - 84;1.736;3.541;
2013;Lunge (C33-C34);85+;1.522;1.931;
2013;Thymus (C37);0 - 4;0;0;
2013;Thymus (C37);5 - 9;0;0;
2013;Thymus (C37);10 - 14;0;0;
2013;Thymus (C37);15 - 19;0;1;
2013;Thymus (C37);20 - 24;1;1;
2013;Thymus (C37);25 - 29;1;1;
2013;Thymus (C37);30 - 34;0;1;
2013;Thymus (C37);35 - 39;0;8;
2013;Thymus (C37);40 - 44;3;5;
2013;Thymus (C37);45 - 49;9;6;
2013;Thymus (C37);50 - 54;6;15;
2013;Thymus (C37);55 - 59;8;12;
2013;Thymus (C37);60 - 64;14;19;
2013;Thymus (C37);65 - 69;20;16;
2013;Thymus (C37);70 - 74;16;22;
2013;Thymus (C37);75 - 79;12;21;
2013;Thymus (C37);80 - 84;6;7;
2013;Thymus (C37);85+;5;6;
2013;Herz, Mediastinum u. Pleura (C38);0 - 4;2;0;
2013;Herz, Mediastinum u. Pleura (C38);5 - 9;0;0;
2013;Herz, Mediastinum u. Pleura (C38);10 - 14;0;0;
2013;Herz, Mediastinum u. Pleura (C38);15 - 19;0;1;
2013;Herz, Mediastinum u. Pleura (C38);20 - 24;0;5;
2013;Herz, Mediastinum u. Pleura (C38);25 - 29;1;2;
2013;Herz, Mediastinum u. Pleura (C38);30 - 34;0;5;
2013;Herz, Mediastinum u. Pleura (C38);35 - 39;4;0;
2013;Herz, Mediastinum u. Pleura (C38);40 - 44;1;8;
2013;Herz, Mediastinum u. Pleura (C38);45 - 49;8;3;
2013;Herz, Mediastinum u. Pleura (C38);50 - 54;5;15;
2013;Herz, Mediastinum u. Pleura (C38);55 - 59;10;11;
2013;Herz, Mediastinum u. Pleura (C38);60 - 64;17;19;
2013;Herz, Mediastinum u. Pleura (C38);65 - 69;14;15;
2013;Herz, Mediastinum u. Pleura (C38);70 - 74;16;22;
2013;Herz, Mediastinum u. Pleura (C38);75 - 79;23;27;
2013;Herz, Mediastinum u. Pleura (C38);80 - 84;15;26;
2013;Herz, Mediastinum u. Pleura (C38);85+;12;15;
2013;sonstg. Brustorgane (C39);0 - 4;0;0;
2013;sonstg. Brustorgane (C39);5 - 9;0;0;
2013;sonstg. Brustorgane (C39);10 - 14;0;0;
2013;sonstg. Brustorgane (C39);15 - 19;0;0;
2013;sonstg. Brustorgane (C39);20 - 24;0;0;
2013;sonstg. Brustorgane (C39);25 - 29;0;0;
2013;sonstg. Brustorgane (C39);30 - 34;0;0;
2013;sonstg. Brustorgane (C39);35 - 39;0;0;
2013;sonstg. Brustorgane (C39);40 - 44;0;0;
2013;sonstg. Brustorgane (C39);45 - 49;0;0;
2013;sonstg. Brustorgane (C39);50 - 54;0;0;
2013;sonstg. Brustorgane (C39);55 - 59;2;1;
2013;sonstg. Brustorgane (C39);60 - 64;1;0;
2013;sonstg. Brustorgane (C39);65 - 69;2;1;
2013;sonstg. Brustorgane (C39);70 - 74;3;2;
2013;sonstg. Brustorgane (C39);75 - 79;2;2;
2013;sonstg. Brustorgane (C39);80 - 84;0;0;
2013;sonstg. Brustorgane (C39);85+;1;4;
2013;Knochen u. Gelenkknorpel (C40-C41);0 - 4;3;3;
2013;Knochen u. Gelenkknorpel (C40-C41);5 - 9;10;7;
2013;Knochen u. Gelenkknorpel (C40-C41);10 - 14;28;32;
2013;Knochen u. Gelenkknorpel (C40-C41);15 - 19;17;31;
2013;Knochen u. Gelenkknorpel (C40-C41);20 - 24;9;21;
2013;Knochen u. Gelenkknorpel (C40-C41);25 - 29;19;11;
2013;Knochen u. Gelenkknorpel (C40-C41);30 - 34;15;20;
2013;Knochen u. Gelenkknorpel (C40-C41);35 - 39;15;13;
2013;Knochen u. Gelenkknorpel (C40-C41);40 - 44;16;19;
2013;Knochen u. Gelenkknorpel (C40-C41);45 - 49;18;30;
2013;Knochen u. Gelenkknorpel (C40-C41);50 - 54;39;25;
2013;Knochen u. Gelenkknorpel (C40-C41);55 - 59;37;37;
2013;Knochen u. Gelenkknorpel (C40-C41);60 - 64;28;39;
2013;Knochen u. Gelenkknorpel (C40-C41);65 - 69;26;35;
2013;Knochen u. Gelenkknorpel (C40-C41);70 - 74;34;47;
2013;Knochen u. Gelenkknorpel (C40-C41);75 - 79;38;41;
2013;Knochen u. Gelenkknorpel (C40-C41);80 - 84;34;18;
2013;Knochen u. Gelenkknorpel (C40-C41);85+;27;22;
2013;Malignes Melanom der Haut (C43);0 - 4;0;0;
2013;Malignes Melanom der Haut (C43);5 - 9;2;0;
2013;Malignes Melanom der Haut (C43);10 - 14;1;1;
2013;Malignes Melanom der Haut (C43);15 - 19;46;30;
2013;Malignes Melanom der Haut (C43);20 - 24;181;89;
2013;Malignes Melanom der Haut (C43);25 - 29;371;181;
2013;Malignes Melanom der Haut (C43);30 - 34;433;203;
2013;Malignes Melanom der Haut (C43);35 - 39;488;281;
2013;Malignes Melanom der Haut (C43);40 - 44;819;499;
2013;Malignes Melanom der Haut (C43);45 - 49;1.154;833;
2013;Malignes Melanom der Haut (C43);50 - 54;996;933;
2013;Malignes Melanom der Haut (C43);55 - 59;877;931;
2013;Malignes Melanom der Haut (C43);60 - 64;926;1.092;
2013;Malignes Melanom der Haut (C43);65 - 69;899;1.267;
2013;Malignes Melanom der Haut (C43);70 - 74;1.221;1.913;
2013;Malignes Melanom der Haut (C43);75 - 79;1.033;1.554;
2013;Malignes Melanom der Haut (C43);80 - 84;643;926;
2013;Malignes Melanom der Haut (C43);85+;721;569;
2013;Mesotheliom (C45);0 - 4;0;0;
2013;Mesotheliom (C45);5 - 9;0;0;
2013;Mesotheliom (C45);10 - 14;0;0;
2013;Mesotheliom (C45);15 - 19;0;0;
2013;Mesotheliom (C45);20 - 24;0;0;
2013;Mesotheliom (C45);25 - 29;0;0;
2013;Mesotheliom (C45);30 - 34;2;0;
2013;Mesotheliom (C45);35 - 39;0;3;
2013;Mesotheliom (C45);40 - 44;1;7;
2013;Mesotheliom (C45);45 - 49;4;21;
2013;Mesotheliom (C45);50 - 54;10;38;
2013;Mesotheliom (C45);55 - 59;23;59;
2013;Mesotheliom (C45);60 - 64;37;114;
2013;Mesotheliom (C45);65 - 69;43;190;
2013;Mesotheliom (C45);70 - 74;75;320;
2013;Mesotheliom (C45);75 - 79;71;333;
2013;Mesotheliom (C45);80 - 84;49;185;
2013;Mesotheliom (C45);85+;36;102;
2013;Kaposi-Syndrom (C46);0 - 4;0;0;
2013;Kaposi-Syndrom (C46);5 - 9;0;0;
2013;Kaposi-Syndrom (C46);10 - 14;0;0;
2013;Kaposi-Syndrom (C46);15 - 19;0;0;
2013;Kaposi-Syndrom (C46);20 - 24;0;0;
2013;Kaposi-Syndrom (C46);25 - 29;0;4;
2013;Kaposi-Syndrom (C46);30 - 34;1;6;
2013;Kaposi-Syndrom (C46);35 - 39;1;4;
2013;Kaposi-Syndrom (C46);40 - 44;0;10;
2013;Kaposi-Syndrom (C46);45 - 49;2;14;
2013;Kaposi-Syndrom (C46);50 - 54;0;7;
2013;Kaposi-Syndrom (C46);55 - 59;0;11;
2013;Kaposi-Syndrom (C46);60 - 64;4;10;
2013;Kaposi-Syndrom (C46);65 - 69;1;8;
2013;Kaposi-Syndrom (C46);70 - 74;4;9;
2013;Kaposi-Syndrom (C46);75 - 79;4;12;
2013;Kaposi-Syndrom (C46);80 - 84;6;8;
2013;Kaposi-Syndrom (C46);85+;2;10;
2013;periphere Nerven u. autonomes Nervensystem (C47);0 - 4;20;34;
2013;periphere Nerven u. autonomes Nervensystem (C47);5 - 9;0;2;
2013;periphere Nerven u. autonomes Nervensystem (C47);10 - 14;2;1;
2013;periphere Nerven u. autonomes Nervensystem (C47);15 - 19;0;3;
2013;periphere Nerven u. autonomes Nervensystem (C47);20 - 24;2;2;
2013;periphere Nerven u. autonomes Nervensystem (C47);25 - 29;0;0;
2013;periphere Nerven u. autonomes Nervensystem (C47);30 - 34;3;5;
2013;periphere Nerven u. autonomes Nervensystem (C47);35 - 39;3;2;
2013;periphere Nerven u. autonomes Nervensystem (C47);40 - 44;4;3;
2013;periphere Nerven u. autonomes Nervensystem (C47);45 - 49;6;4;
2013;periphere Nerven u. autonomes Nervensystem (C47);50 - 54;4;4;
2013;periphere Nerven u. autonomes Nervensystem (C47);55 - 59;8;3;
2013;periphere Nerven u. autonomes Nervensystem (C47);60 - 64;4;4;
2013;periphere Nerven u. autonomes Nervensystem (C47);65 - 69;6;6;
2013;periphere Nerven u. autonomes Nervensystem (C47);70 - 74;13;3;
2013;periphere Nerven u. autonomes Nervensystem (C47);75 - 79;6;7;
2013;periphere Nerven u. autonomes Nervensystem (C47);80 - 84;0;4;
2013;periphere Nerven u. autonomes Nervensystem (C47);85+;1;3;
2013;Retroperitoneum u. Peritoneum (C48);0 - 4;2;3;
2013;Retroperitoneum u. Peritoneum (C48);5 - 9;3;0;
2013;Retroperitoneum u. Peritoneum (C48);10 - 14;0;0;
2013;Retroperitoneum u. Peritoneum (C48);15 - 19;1;0;
2013;Retroperitoneum u. Peritoneum (C48);20 - 24;2;5;
2013;Retroperitoneum u. Peritoneum (C48);25 - 29;4;5;
2013;Retroperitoneum u. Peritoneum (C48);30 - 34;1;2;
2013;Retroperitoneum u. Peritoneum (C48);35 - 39;9;9;
2013;Retroperitoneum u. Peritoneum (C48);40 - 44;6;7;
2013;Retroperitoneum u. Peritoneum (C48);45 - 49;19;4;
2013;Retroperitoneum u. Peritoneum (C48);50 - 54;32;12;
2013;Retroperitoneum u. Peritoneum (C48);55 - 59;42;18;
2013;Retroperitoneum u. Peritoneum (C48);60 - 64;56;27;
2013;Retroperitoneum u. Peritoneum (C48);65 - 69;63;17;
2013;Retroperitoneum u. Peritoneum (C48);70 - 74;126;22;
2013;Retroperitoneum u. Peritoneum (C48);75 - 79;87;28;
2013;Retroperitoneum u. Peritoneum (C48);80 - 84;59;20;
2013;Retroperitoneum u. Peritoneum (C48);85+;37;11;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);0 - 4;22;18;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);5 - 9;5;6;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);10 - 14;14;18;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);15 - 19;17;24;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);20 - 24;23;28;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);25 - 29;19;26;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);30 - 34;26;45;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);35 - 39;36;47;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);40 - 44;52;62;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);45 - 49;75;95;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);50 - 54;95;136;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);55 - 59;72;138;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);60 - 64;93;160;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);65 - 69;115;152;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);70 - 74;157;245;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);75 - 79;147;250;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);80 - 84;128;168;
2013;sonstg. Bindegewebe u. a. Weichteile (C49);85+;132;130;
2013;Brustdrüse (C50);0 - 4;0;0;
2013;Brustdrüse (C50);5 - 9;0;0;
2013;Brustdrüse (C50);10 - 14;0;0;
2013;Brustdrüse (C50);15 - 19;2;0;
2013;Brustdrüse (C50);20 - 24;45;1;
2013;Brustdrüse (C50);25 - 29;273;0;
2013;Brustdrüse (C50);30 - 34;729;4;
2013;Brustdrüse (C50);35 - 39;1.531;7;
2013;Brustdrüse (C50);40 - 44;3.365;9;
2013;Brustdrüse (C50);45 - 49;6.305;32;
2013;Brustdrüse (C50);50 - 54;8.289;25;
2013;Brustdrüse (C50);55 - 59;7.178;40;
2013;Brustdrüse (C50);60 - 64;8.428;62;
2013;Brustdrüse (C50);65 - 69;8.112;92;
2013;Brustdrüse (C50);70 - 74;8.237;131;
2013;Brustdrüse (C50);75 - 79;7.738;132;
2013;Brustdrüse (C50);80 - 84;4.911;84;
2013;Brustdrüse (C50);85+;5.671;55;
2013;Vulva (C51);0 - 4;0;x;
2013;Vulva (C51);5 - 9;0;x;
2013;Vulva (C51);10 - 14;0;x;
2013;Vulva (C51);15 - 19;0;x;
2013;Vulva (C51);20 - 24;4;x;
2013;Vulva (C51);25 - 29;26;x;
2013;Vulva (C51);30 - 34;29;x;
2013;Vulva (C51);35 - 39;38;x;
2013;Vulva (C51);40 - 44;105;x;
2013;Vulva (C51);45 - 49;181;x;
2013;Vulva (C51);50 - 54;192;x;
2013;Vulva (C51);55 - 59;226;x;
2013;Vulva (C51);60 - 64;290;x;
2013;Vulva (C51);65 - 69;294;x;
2013;Vulva (C51);70 - 74;468;x;
2013;Vulva (C51);75 - 79;476;x;
2013;Vulva (C51);80 - 84;390;x;
2013;Vulva (C51);85+;518;x;
2013;Vagina (C52);0 - 4;1;x;
2013;Vagina (C52);5 - 9;0;x;
2013;Vagina (C52);10 - 14;0;x;
2013;Vagina (C52);15 - 19;0;x;
2013;Vagina (C52);20 - 24;0;x;
2013;Vagina (C52);25 - 29;0;x;
2013;Vagina (C52);30 - 34;5;x;
2013;Vagina (C52);35 - 39;0;x;
2013;Vagina (C52);40 - 44;10;x;
2013;Vagina (C52);45 - 49;14;x;
2013;Vagina (C52);50 - 54;24;x;
2013;Vagina (C52);55 - 59;27;x;
2013;Vagina (C52);60 - 64;49;x;
2013;Vagina (C52);65 - 69;41;x;
2013;Vagina (C52);70 - 74;70;x;
2013;Vagina (C52);75 - 79;60;x;
2013;Vagina (C52);80 - 84;58;x;
2013;Vagina (C52);85+;67;x;
2013;Gebärmutterhals (C53);0 - 4;0;x;
2013;Gebärmutterhals (C53);5 - 9;0;x;
2013;Gebärmutterhals (C53);10 - 14;0;x;
2013;Gebärmutterhals (C53);15 - 19;0;x;
2013;Gebärmutterhals (C53);20 - 24;23;x;
2013;Gebärmutterhals (C53);25 - 29;158;x;
2013;Gebärmutterhals (C53);30 - 34;326;x;
2013;Gebärmutterhals (C53);35 - 39;359;x;
2013;Gebärmutterhals (C53);40 - 44;510;x;
2013;Gebärmutterhals (C53);45 - 49;614;x;
2013;Gebärmutterhals (C53);50 - 54;518;x;
2013;Gebärmutterhals (C53);55 - 59;474;x;
2013;Gebärmutterhals (C53);60 - 64;390;x;
2013;Gebärmutterhals (C53);65 - 69;269;x;
2013;Gebärmutterhals (C53);70 - 74;329;x;
2013;Gebärmutterhals (C53);75 - 79;293;x;
2013;Gebärmutterhals (C53);80 - 84;207;x;
2013;Gebärmutterhals (C53);85+;233;x;
2013;Gebärmutterkörper (C54-C55);0 - 4;0;x;
2013;Gebärmutterkörper (C54-C55);5 - 9;0;x;
2013;Gebärmutterkörper (C54-C55);10 - 14;0;x;
2013;Gebärmutterkörper (C54-C55);15 - 19;0;x;
2013;Gebärmutterkörper (C54-C55);20 - 24;1;x;
2013;Gebärmutterkörper (C54-C55);25 - 29;10;x;
2013;Gebärmutterkörper (C54-C55);30 - 34;44;x;
2013;Gebärmutterkörper (C54-C55);35 - 39;86;x;
2013;Gebärmutterkörper (C54-C55);40 - 44;155;x;
2013;Gebärmutterkörper (C54-C55);45 - 49;400;x;
2013;Gebärmutterkörper (C54-C55);50 - 54;837;x;
2013;Gebärmutterkörper (C54-C55);55 - 59;1.185;x;
2013;Gebärmutterkörper (C54-C55);60 - 64;1.455;x;
2013;Gebärmutterkörper (C54-C55);65 - 69;1.249;x;
2013;Gebärmutterkörper (C54-C55);70 - 74;1.782;x;
2013;Gebärmutterkörper (C54-C55);75 - 79;1.641;x;
2013;Gebärmutterkörper (C54-C55);80 - 84;964;x;
2013;Gebärmutterkörper (C54-C55);85+;932;x;
2013;Eierstöcke (C56);0 - 4;1;x;
2013;Eierstöcke (C56);5 - 9;3;x;
2013;Eierstöcke (C56);10 - 14;15;x;
2013;Eierstöcke (C56);15 - 19;20;x;
2013;Eierstöcke (C56);20 - 24;23;x;
2013;Eierstöcke (C56);25 - 29;51;x;
2013;Eierstöcke (C56);30 - 34;50;x;
2013;Eierstöcke (C56);35 - 39;91;x;
2013;Eierstöcke (C56);40 - 44;231;x;
2013;Eierstöcke (C56);45 - 49;488;x;
2013;Eierstöcke (C56);50 - 54;654;x;
2013;Eierstöcke (C56);55 - 59;681;x;
2013;Eierstöcke (C56);60 - 64;784;x;
2013;Eierstöcke (C56);65 - 69;766;x;
2013;Eierstöcke (C56);70 - 74;1.157;x;
2013;Eierstöcke (C56);75 - 79;1.034;x;
2013;Eierstöcke (C56);80 - 84;784;x;
2013;Eierstöcke (C56);85+;728;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;1;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;0;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;0;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;1;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;0;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;1;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;3;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;5;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;14;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;25;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;46;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;46;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;85;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;64;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;140;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;128;x;
2013;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;65;x;
